,Price,Address,PropertyType,Beds,Baths,Sqft,YearBuilt,WalkScore,TransitScore,ParkingPrice,ParkingType,Cooling,Laundry,Description,Clean Description,apartment,bedroom,kitchen,apartments,new,parking,available,located,one,rent,room,less,floor,water,laundry,gas,access,living,site,street,center,floors,park,features
313,695.0,260 Watson Blvd Pittsburgh PA 15214,0.0,1.0,1.0,650.0,1960,18.0,41.0,0.0,0.0,0.0,0.0,"Super cute 1 bedroom apartment on the first floor. Easy parking right outside your door. Big bedroom and a big bathroom. Laundry in the building. Call now to schedule a tour! 

Mike

Hello , tenant pays gas and electric. The water, sewer and trash are included with the rent. Not inspected for the Section 8 voucher program.Read less",super cute bedroom apartment on the first floor easy parking right outside your door big bedroom and a big bathroom laundry in the building call now to schedule a tour mike hello tenant pays gas and electric the water sewer and trash are included with the rent not inspected for the section voucher program read less,1,2,0,0,0,1,0,0,0,1,3,1,1,1,1,1,0,0,0,0,0,0,1,0
314,1696.0,100 Anderson St Pittsburgh PA 15212,0.0,1.0,1.0,785.0,1950,88.0,92.0,0.0,1.0,0.0,0.0,"Welcome Home to Morgan at North ShoreMorgan at North Shore apartments are nestled along the Allegheny River across from Downtown Pittsburgh, PA. Live less than 1 mile from Heinz Field and PNC Park. Our apartments offer residents the suburban apartment feel in a private urban setting. Inside our one and two-bedroom apartments, you will find wood-style plank flooring, oversized closets & storage, washer & dryer, kitchen with pantry, and a private patio or balcony. We also have a two-bedroom with a den, perfect for a home office or extra room for quests! Residents come home to a clubhouse with resident lounge, resort-style heated pool, fitness center, grilling station, multiple green-space areas, and business center. Residents also have direct access to the Three Rivers Heritage Trail. Our Pittsburgh apartments are located in a fantastic location and offer everything you need to feel right at home!",welcome home to morgan at north shoremorgan at north shore apartments are nestled along the allegheny river across from downtown pittsburgh pa live less than mile from heinz field and pnc park our apartments offer residents the suburban apartment feel in a private urban setting inside our one and two bedroom apartments you will find wood style plank flooring oversized closets storage washer dryer kitchen with pantry and a private patio or balcony we also have a two bedroom with a den perfect for a home office or extra room for quests residents come home to a clubhouse with resident lounge resort style heated pool fitness center grilling station multiple green space areas and business center residents also have direct access to the three rivers heritage trail our pittsburgh apartments are located in a fantastic location and offer everything you need to feel right at home,5,2,1,4,0,0,0,1,1,0,3,1,1,0,0,0,1,0,0,0,2,0,1,0
315,1095.0,717 Liberty Ave Pittsburgh PA 15222,0.0,1.0,1.0,680.0,2014,100.0,100.0,0.0,0.0,1.0,2.0,"Perched on bustling Liberty Avenue, the regal Clark Building offers residents luxurious accommodations in the most sought after location in the city. Within walking distance to the Cultural District, the Strip District, PNC Park and Heinz field, residents truly have the best of the city right outside their door. Newly renovated one and two- bedroom apartments feature hardwood floors, stainless steel appliances, granite countertops and in-suite washers and dryers. Added amenities include a 24-hour front desk attendant, a secured access building, a rooftop deck and a state of the art fitness center. Pets welcome. 24-Hour Front Desk, Amazing Downtown Location, Brand New One & Two Bedroom Apartment Homes, Close to PNC Park, Heinz Field, The Strip District and Cultural District, Granite Countertops, In-Suite Washer & Dryer, Make Your Home in a Historic Landmark Building, Pets Welcome, Rooftop Deck, Stainless Steel Appliances, State of the Art Fitness Center",perched on bustling liberty avenue the regal clark building offers residents luxurious accommodations in the most sought after location in the city within walking distance to the cultural district the strip district pnc park and heinz field residents truly have the best of the city right outside their door newly renovated one and two bedroom apartments feature hardwood floors stainless steel appliances granite countertops and in suite washers and dryers added amenities include a hour front desk attendant a secured access building a rooftop deck and a state of the art fitness center pets welcome hour front desk amazing downtown location brand new one two bedroom apartment homes close to pnc park heinz field the strip district and cultural district granite countertops in suite washer dryer make your home in a historic landmark building pets welcome rooftop deck stainless steel appliances state of the art fitness center,2,2,0,1,2,0,0,0,2,0,2,2,1,0,0,0,1,0,0,0,2,1,2,0
316,1095.0,100 White Hampton Ln Pittsburgh PA 15236,0.0,1.0,1.0,634.0,1950,19.0,37.0,0.0,1.0,1.0,2.0,"Welcome to your new home at Maiden Bridge & Canongate Apartments. We offer a host of amenities to make your life easy, starting with our on-site management team ready to assist with anything you may need. Conveniently located in the South Hills, we are close to shopping, dining, and parks. Choose from our numerous studio, one-, two-, and three-bedroom floor plans with laundry facilities on every floor, fitness center, swimming pool, bike storage, and more. Apartments offer eat-in kitchen, dishwasher, and air conditioning, and utilities are included in the rent. Just five miles from downtown Pittsburgh, you can easily access shopping, restaurants, museums, and much more. And we are pet friendly, welcoming your dogs and cats to Maiden Bridge & Canongate.",welcome to your new home at maiden bridge canongate apartments we offer a host of amenities to make your life easy starting with our on site management team ready to assist with anything you may need conveniently located in the south hills we are close to shopping dining and parks choose from our numerous studio one two and three bedroom floor plans with laundry facilities on every floor fitness center swimming pool bike storage and more apartments offer eat in kitchen dishwasher and air conditioning and utilities are included in the rent just five miles from downtown pittsburgh you can easily access shopping restaurants museums and much more and we are pet friendly welcoming your dogs and cats to maiden bridge canongate,2,1,1,2,1,0,0,1,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0
317,900.0,6 Wyoming St Pittsburgh PA 15211,0.0,1.0,1.0,886.0,1950,80.0,82.0,0.0,0.0,1.0,0.0,"Great location, just steps from the incline! Third-floor apartment in a quiet, three-story house. Non-smoking and no pets. Two large closets in bedroom! Coin operated washer/dryer in basement.

Tenant pays for gas and electric; Owner pays water and sewer.Read less",great location just steps from the incline third floor apartment in a quiet three story house non smoking and no pets two large closets in bedroom coin operated washer dryer in basement tenant pays for gas and electric owner pays water and sewer read less,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
318,750.0,654 Washington Rd Pittsburgh PA 15228,0.0,1.0,1.0,886.0,1950,85.0,64.0,0.0,0.0,1.0,0.0,"Renovated one bedroom, one bathroom apartment in the heart of Mount Lebanon. Updated kitchen includes dishwasher. Central A/C. Ample closet space. Apartment is on the third floor, no elevator. 

The apartment is located on Washington Road in Mt. Lebanon, just seconds from restaurants, stores and the trolley (T). Tenant is responsible for gas and electric. Coin operated washer and dryer in basement. Garage parking available at the Parking Garage located across the street (call garage for pricing). No PetsRead less",renovated one bedroom one bathroom apartment in the heart of mount lebanon updated kitchen includes dishwasher central a c ample closet space apartment is on the third floor no elevator the apartment is located on washington road in mt lebanon just seconds from restaurants stores and the trolley t tenant is responsible for gas and electric coin operated washer and dryer in basement garage parking available at the parking garage located across the street call garage for pricing no petsread less,3,1,1,0,0,2,1,2,2,0,2,1,1,0,0,1,0,0,0,1,0,0,2,0
319,860.0,245 Melwood Ave Pittsburgh PA 15213,0.0,0.0,1.0,430.0,1950,87.0,70.0,0.0,1.0,0.0,1.0,"1 BR, 1BA - A great place for both students and professionals alike, the Wellington welcomes residents with a gracious lobby featuring old world details. Enjoy being steps away from several restaurants, specialty shops, and major bus routes.This 1 bedroom, 1 bath apartment features lots of storage space, natural light, and plenty of style and character. There is an additional monthly flat monthly utility charge of $150 that covers water, electric, gas, heat, sewage and refuse removal. Other amenities include laundry facilities on site and available parking options.No Dogs Allowed(RLNE4654261)",br ba a great place for both students and professionals alike the wellington welcomes residents with a gracious lobby featuring old world details enjoy being steps away from several restaurants specialty shops and major bus routes this bedroom bath apartment features lots of storage space natural light and plenty of style and character there is an additional monthly flat monthly utility charge of that covers water electric gas heat sewage and refuse removal other amenities include laundry facilities on site and available parking options no dogs allowed rlne,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1
320,800.0,564 Maryland Ave Pittsburgh PA 15202,0.0,1.0,1.0,600.0,1950,48.0,64.0,0.0,1.0,1.0,0.0,"Allegheny City Realty is pleased to present this 1BR / 1 BA apartment located in Bellevue Borough. The is a remodeled unit with new flooring, ceramic tile bathroom, stainless steel appliances, wood trim, new windows, and more. The building has off street parking, central AC, and on site laundry. The building is located on the border of Bellevue and Ross Township. It is a 10 minute drive to downtown Pittsburgh and short drive to McKnight Road.

Utilities: 
$25 monthly flat fee per person for water/sewage/trash
Tenant Pays Electric separate

Cats OK 
No Dogs- Sorry

Application includes background and credit check.
Credit Requirements: Credit score of 650 or above. Under 650 will still be considered with a cosigner or an additional security deposit of up to 2 months rent. Must have no credit accounts in collections.Read less",allegheny city realty is pleased to present this br ba apartment located in bellevue borough the is a remodeled unit with new flooring ceramic tile bathroom stainless steel appliances wood trim new windows and more the building has off street parking central ac and on site laundry the building is located on the border of bellevue and ross township it is a minute drive to downtown pittsburgh and short drive to mcknight road utilities monthly flat fee per person for water sewage trash tenant pays electric separate cats ok no dogs sorry application includes background and credit check credit requirements credit score of or above under will still be considered with a cosigner or an additional security deposit of up to months rent must have no credit accounts in collections read less,1,0,0,0,2,1,0,2,0,1,1,2,1,1,1,0,0,0,1,1,0,0,1,0
321,1015.0,333 Pacific Ave Pittsburgh PA 15224,0.0,1.0,1.0,886.0,1950,87.0,66.0,0.0,0.0,0.0,0.0,"Large third floor one bedroom apartment in Friendship/Bloomfield area - close to hospitals, Bloomfield business district, universities, and Shadyside; Easy access to downtown. Living room has large bay window; separate dining room; hardwood floors throughout; coin operated washer and drLarge second floor one bedroom apartment in Friendship/Bloomfield area - close to hospitals, Bloomfield business district, universities, and Shadyside; Easy access to downtown. Living room has large bay window; separate dining room; hardwood floors throughout; coin operated washer and dryer in building; storage locker in basement; available July 1, 2021 - $1,015.00 plus gas and electric.

Owner pays for water, sewage and trash removal.Read less",large third floor one bedroom apartment in friendship bloomfield area close to hospitals bloomfield business district universities and shadyside easy access to downtown living room has large bay window separate dining room hardwood floors throughout coin operated washer and drlarge second floor one bedroom apartment in friendship bloomfield area close to hospitals bloomfield business district universities and shadyside easy access to downtown living room has large bay window separate dining room hardwood floors throughout coin operated washer and dryer in building storage locker in basement available july plus gas and electric owner pays for water sewage and trash removal read less,2,2,0,0,0,0,1,0,2,0,6,1,4,1,0,1,2,2,0,0,0,2,0,0
322,1575.0,10 Allegheny Ct Pittsburgh PA 15212,0.0,2.0,1.0,1020.0,1950,83.0,64.0,0.0,1.0,0.0,1.0,"FROM VIRTUAL. TO REALITY.CALL US FOR AN IN-PERSON, SOCIAL DISTANCING TOUR!Located in the heart of Pittsburgh's North Shore, Park View Apartments offer a full range of amenities to its residents that include: Controlled entrance access system, beautiful roof top decks, fitness center, large windows and balconies. Residents will also enjoy convenient access to a number of the city's most popular cultural and athletic attractions, including PNC Park, Heinz Field, the Benedum Center, O'Reilly Theatre, Carnegie Science Center, Andy Warhol Museum, Convention Center, Children's Museum and Three Rivers Casino. Park View prides itself in providing affordable luxury in the heart of an urban park environment.",from virtual to reality call us for an in person social distancing tour located in the heart of pittsburgh s north shore park view apartments offer a full range of amenities to its residents that include controlled entrance access system beautiful roof top decks fitness center large windows and balconies residents will also enjoy convenient access to a number of the city s most popular cultural and athletic attractions including pnc park heinz field the benedum center o reilly theatre carnegie science center andy warhol museum convention center children s museum and three rivers casino park view prides itself in providing affordable luxury in the heart of an urban park environment,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,0
323,1335.0,2001 Wendover St Pittsburgh PA 15217,0.0,2.0,1.0,1000.0,1950,79.0,51.0,0.0,0.0,0.0,0.0,"Beautiful and bright 2br apartment in the heart of Squirrel Hill available JUNE 1st 2021.

Tons of natural light throughout the apartment.

Spacious living room with beautiful hardwood floors and French doors opening into a sunroom.

Free heat!

Dishwasher equipped eat-in kitchen.

Shared laundry and additional storage on the lower level.

An easy walk to the Squirrel Hill business district, Schenley Park, and grocery stores. Close to Pitt and CMU and on all major buslines.

Video tours available - please get in touch for a pre-recorded walkthrough of this apartment!

Gas = FREE (heating, hot water, cooking gas)
Trash = FREE
Water = $45 per person
Electric = in tenant's name (pay for what you use)Read less",beautiful and bright br apartment in the heart of squirrel hill available june st tons of natural light throughout the apartment spacious living room with beautiful hardwood floors and french doors opening into a sunroom free heat dishwasher equipped eat in kitchen shared laundry and additional storage on the lower level an easy walk to the squirrel hill business district schenley park and grocery stores close to pitt and cmu and on all major buslines video tours available please get in touch for a pre recorded walkthrough of this apartment gas free heating hot water cooking gas trash free water per person electric in tenant s name pay for what you use read less,3,0,1,0,0,0,2,0,0,0,2,1,1,2,1,2,0,1,0,0,0,1,1,0
324,950.0,978 Garfield Ave Pittsburgh PA 15221,0.0,1.0,1.0,921.0,1956,37.0,38.0,0.0,1.0,0.0,0.0,"Now Available!

Welcome home to this beautiful top-to-bottom renovation!

Beautiful apartment (1/2 home). Very clean. Large Off-street Parking And Yard. Kitchen/living room, master and bath all on the first floor. Closet in the bedroom. Gorgeous new kitchen with loads of cabinets and counterspace~all appliances included! Washer and dryer in the basement.

Less than 15 minutes to downtown where there are PLENTY of shops, restaurants, grocery store, etc. It is just 5 minutes to the city stop bus line.

Absolutely NEW Fully Equipped Kitchen, Patio and Laundry in the basement!
Tenants pay $950/month + utilities.

First month rent and security deposit due at signing, applicants must pass a background and credit check. Tenant responsible for all utilities. Water, sewage and trash will be added to the monthly rental statement. Any appliances onsite are provided in AS-IS condition. No Smoking.

Call Today to View!Read less",now available welcome home to this beautiful top to bottom renovation beautiful apartment home very clean large off street parking and yard kitchen living room master and bath all on the first floor closet in the bedroom gorgeous new kitchen with loads of cabinets and counterspace all appliances included washer and dryer in the basement less than minutes to downtown where there are plenty of shops restaurants grocery store etc it is just minutes to the city stop bus line absolutely new fully equipped kitchen patio and laundry in the basement tenants pay month utilities first month rent and security deposit due at signing applicants must pass a background and credit check tenant responsible for all utilities water sewage and trash will be added to the monthly rental statement any appliances onsite are provided in as is condition no smoking call today to view read less,1,1,3,0,2,1,1,0,0,2,2,2,1,1,1,0,0,1,1,1,0,0,1,0
325,2259.0,434 5th Ave Pittsburgh PA 15219,0.0,2.0,2.0,1.0,2020,99.0,100.0,185.0,1.0,1.0,1.0,"
About KAUFMANNS GRAND ON FIFTH
Kaufmann's Grand on Fifth offers the most stylish and historic living in the heart of downtown Pittsburgh. Located in the iconic Kaufmann building, Kaufmann's Grand on Fifth mixes the beauties of the past with the luxuries of today. Studio, one and two-bedroom apartments are beautifully appointed with contemporary finishes and features including over-sized windows, open kitchens and stainless steel appliances. Amongst the sought-after central locale, this re-development under the clock offers convenient access to entertainment and nightlife all throughout the ""Golden Triangle"" in Pittsburgh.



Unique Features



24/7 Security on site


Coffee In Lobby


Conference Rooms


Fitness Center


Gas Range


Jacuizz Tub, Turkish Marble Flooring









Community Amenities





Fitness Center





Elevator





Doorman





Concierge
 






Package Service


Controlled Access


Maintenance on site


Property Manager on Site


Doorman


Concierge


24 Hour Availability


On-Site Retail


Recycling


Planned Social Activities


Public Transportation


Key Fob Entry


Elevator


Disposal Chutes


Conference Room


Fitness Center






Apartment Features





Washer/Dryer - In Unit





Air Conditioning





Dishwasher





Wheelchair Accessible (Rooms)





High Speed Internet Access





Hardwood Floors





Walk-In Closets





Island Kitchen
 


Highlights



High Speed Internet Access


Wi-Fi


Washer/Dryer - In Unit


Air Conditioning


Heating


Ceiling Fans


Smoke Free


Cable Ready


Double Vanities


Tub/Shower


Surround Sound


Intercom


Sprinkler System


Wheelchair Accessible (Rooms)





Kitchen Features & Appliances



Dishwasher


Disposal


Ice Maker


Granite Countertops


Stainless Steel Appliances


Pantry


Island Kitchen


Eat-in Kitchen


Kitchen


Microwave


Oven


Range


Refrigerator


Freezer


Breakfast Nook


Instant Hot Water





Floor Plan Details



Hardwood Floors


Carpet


Tile Floors


Dining Room


Crown Molding


Vaulted Ceiling


Bay Window


Views


Walk-In Closets


Linen Closet


Window Coverings


Large Bedrooms


Grill






",about kaufmanns grand on fifth kaufmann s grand on fifth offers the most stylish and historic living in the heart of downtown pittsburgh located in the iconic kaufmann building kaufmann s grand on fifth mixes the beauties of the past with the luxuries of today studio one and two bedroom apartments are beautifully appointed with contemporary finishes and features including over sized windows open kitchens and stainless steel appliances amongst the sought after central locale this re development under the clock offers convenient access to entertainment and nightlife all throughout the golden triangle in pittsburgh unique features security on site coffee in lobby conference rooms fitness center gas range jacuizz tub turkish marble flooring community amenities fitness center elevator doorman concierge package service controlled access maintenance on site property manager on site doorman concierge hour availability on site retail recycling planned social activities public transportation key fob entry elevator disposal chutes conference room fitness center apartment features washer dryer in unit air conditioning dishwasher wheelchair accessible rooms high speed internet access hardwood floors walk in closets island kitchen highlights high speed internet access wi fi washer dryer in unit air conditioning heating ceiling fans smoke free cable ready double vanities tub shower surround sound intercom sprinkler system wheelchair accessible rooms kitchen features appliances dishwasher disposal ice maker granite countertops stainless steel appliances pantry island kitchen eat in kitchen kitchen microwave oven range refrigerator freezer breakfast nook instant hot water floor plan details hardwood floors carpet tile floors dining room crown molding vaulted ceiling bay window views walk in closets linen closet window coverings large bedrooms grill,2,2,6,1,0,0,0,1,1,0,7,2,5,1,0,1,6,1,4,0,3,3,0,4
326,1795.0,425 6th Ave Pittsburgh PA 15219,0.0,2.0,2.0,886.0,1950,80.0,75.0,0.0,0.0,1.0,1.0,"Offering beautiful spaces, top-tier amenities, and today's modern conveniences. Ideally situated minutes from Pittsburgh's best shopping, restaurants, hotels, and employers.FOR A LIMITED TIME! Enjoy one month's rent free when you sign a 12-month lease!",offering beautiful spaces top tier amenities and today s modern conveniences ideally situated minutes from pittsburgh s best shopping restaurants hotels and employers for a limited time enjoy one month s rent free when you sign a month lease,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,869.0,490 Highland Ave Pittsburgh PA 15206,0.0,0.0,1.0,450.0,1950,86.0,67.0,0.0,0.0,0.0,1.0,"Built in 1928 as a hotel originally and remodeled into apartments mid-century, the building has 7 stories, 1 passenger elevator, 1 freight elevator, 2 stairwells. Coin operated laundry is available in the basement. All utilities are included in the rent. The apartments at The Frontenac include one bedrooms, studios, and efficiencies. On each floor there are 9 studios, 1 efficiency and 1 one bedroom for a total of 70 units. The apartments all get lots of daylight and all have hardwood floors in the living areas.Flexible.",built in as a hotel originally and remodeled into apartments mid century the building has stories passenger elevator freight elevator stairwells coin operated laundry is available in the basement all utilities are included in the rent the apartments at the frontenac include one bedrooms studios and efficiencies on each floor there are studios efficiency and one bedroom for a total of units the apartments all get lots of daylight and all have hardwood floors in the living areas flexible,3,2,0,3,0,0,1,0,2,1,2,0,2,0,1,0,0,1,0,0,0,1,0,0
328,2000.0,3104 Brereton St Pittsburgh PA 15219,1.0,2.0,2.0,2522.0,2019,68.0,63.0,0.0,0.0,1.0,1.0,"This 2522 square foot single family home has 2 bedrooms and 2.0 bathrooms. This home is located at 3104 Brereton St, Pittsburgh, PA 15219.Read less",this square foot single family home has bedrooms and bathrooms this home is located at brereton st pittsburgh pa read less,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
329,1075.0,2715 Murray Ave Pittsburgh PA 15217,0.0,1.0,1.0,770.0,1950,89.0,51.0,0.0,1.0,1.0,2.0,"The Morrowfield was built in the heyday of the newly emerging world of automobiles and movies. This grand structure was originally built as a luxury hotel and apartment building - it was converted to only apartments in the 1940's. Features:-Studios, 1 and 2 bedroom apartments-Pet friendly (furnished apartments are NOT pet friendly)-No Security Deposit-Heat (in most cases), water, cooking gas, hot water, sewage and trash included in rent-Off-street parking in garage (subject to availability)-PITT-CMU-UPMC Area-On-site laundry-Two passenger elevators-Intercom entrance-Air conditioning-Hardwood floors or carpet-Fully equipped kitchens",the morrowfield was built in the heyday of the newly emerging world of automobiles and movies this grand structure was originally built as a luxury hotel and apartment building it was converted to only apartments in the s features studios and bedroom apartments pet friendly furnished apartments are not pet friendly no security deposit heat in most cases water cooking gas hot water sewage and trash included in rent off street parking in garage subject to availability pitt cmu upmc area on site laundry two passenger elevators intercom entrance air conditioning hardwood floors or carpet fully equipped kitchens,4,1,1,3,1,1,0,0,0,1,1,0,1,2,1,1,0,0,1,1,0,1,1,1
330,1355.0,5754 Howe St Pittsburgh PA 15232,0.0,1.0,1.0,1059.0,1950,90.0,70.0,0.0,0.0,1.0,0.0,"The Howe and Maryland Apartments feature delightful one and two bedroom units with true character. Exposed brick adds warmth, while large windows provide a bright, welcome atmosphere. A short walk brings you to the lively shopping district of Walnut Street, which boasts a collection of unique local shops, national retailers, restaurants, cafes and more. Close to nearby hospitals such as UPMS Shadyside and West Penn, these apartments are perfect for any medical professionals. Graduate students enjoy living here as well, with Chatham and University of Pittsburgh right down the street. Convenience, location, and charm are all added bonuses to these great Shadyside apartments.Read less",the howe and maryland apartments feature delightful one and two bedroom units with true character exposed brick adds warmth while large windows provide a bright welcome atmosphere a short walk brings you to the lively shopping district of walnut street which boasts a collection of unique local shops national retailers restaurants cafes and more close to nearby hospitals such as upms shadyside and west penn these apartments are perfect for any medical professionals graduate students enjoy living here as well with chatham and university of pittsburgh right down the street convenience location and charm are all added bonuses to these great shadyside apartments read less,3,1,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0
331,670.0,5492 Youngridge Dr Pittsburgh PA 15236,0.0,0.0,1.0,416.0,1950,52.0,38.0,0.0,0.0,1.0,2.0,"Experience the difference. Experience The Alden South Hills. The community is under new ownership and new management with a whole new look. Our newly renovated apartment homes offer comfort, style and convenience. The open floor plans are perfect for entertaining. Your new modern appliances and designer kitchens will be the envy of your friends. Our renovations do not just end with the apartment. Not only will you love to show off your new home, but The Alden is the only community in Pittsburgh to have a stunning NEW 15,000 square foot clubhouse with resident business center and conference room, clubroom for lounging around and a private terrace that overlooks the pool. All of our valued residents will be able to relax poolside with a shimmering pool and sun deck. A great place to escape on a hot day. You will be able to stay fit in our state of the art fitness center! We love pets and we\u0027re the perfect place for you and your four legged friends. Located on 56 park like acres, you have tons of space to take your dog for a walk. The community has two convenient playgrounds, a basketball court with multiple grilling and picnic areas. Your South Hills location is a commuter\u0027s dream. You are just a 5 minute drive to the Library Street T station, just minutes from downtown Pittsburgh, I-376, I-79 and I-51 and multiple bus stops are located throughout the community. Experience a whole new lifestyle! 24 Hour Emergency Maintenance, Baldwin-Whitehall School District, Breakfast Bars Available, Community and Private Garages Available, Convenient to Shopping and Restaurants, Cozy Resident Lounge with Business Center and Meeting Room, Decorative Ceiling Fans, Designer Kitchens in Select Apartments, Fixed Water Rates, Granite Like Counter Tops with New Lighting, High-speed Internet, Individual Climate Control, Laundry Care Center in Every Building, Microwave (Select Units), New Clubhouse and Fitness Center Now Open!!!, New Kitchens Available, One, Two and Three Bedroom Units Available, Online Maintenance Requests, Online Payments and Credit Cards Accepted, Online Rent Payment and Resident Portal, Other, Pet friendly, Pets Welcome ( Weight limit for Apts & Townhomes: Breed Restrictions Apply), Picnic Areas with Grilling Stations, Public Transportation On-Site, Relaxing Sundeck with FREE WiFi, Renovated Bathrooms with a Pedastal Sink, Renovated Kitchens with Full Size Black Appliances, Shimmering Outdoor Pool, Spacious Floor Plans, Two Fantastic Playgrounds, Under New Management and Ownership, Wall to Wall Carpet, Washer/Dryers in Select Apartments",experience the difference experience the alden south hills the community is under new ownership and new management with a whole new look our newly renovated apartment homes offer comfort style and convenience the open floor plans are perfect for entertaining your new modern appliances and designer kitchens will be the envy of your friends our renovations do not just end with the apartment not only will you love to show off your new home but the alden is the only community in pittsburgh to have a stunning new square foot clubhouse with resident business center and conference room clubroom for lounging around and a private terrace that overlooks the pool all of our valued residents will be able to relax poolside with a shimmering pool and sun deck a great place to escape on a hot day you will be able to stay fit in our state of the art fitness center we love pets and we u re the perfect place for you and your four legged friends located on park like acres you have tons of space to take your dog for a walk the community has two convenient playgrounds a basketball court with multiple grilling and picnic areas your south hills location is a commuter u s dream you are just a minute drive to the library street t station just minutes from downtown pittsburgh i i and i and multiple bus stops are located throughout the community experience a whole new lifestyle hour emergency maintenance baldwin whitehall school district breakfast bars available community and private garages available convenient to shopping and restaurants cozy resident lounge with business center and meeting room decorative ceiling fans designer kitchens in select apartments fixed water rates granite like counter tops with new lighting high speed internet individual climate control laundry care center in every building microwave select units new clubhouse and fitness center now open new kitchens available one two and three bedroom units available online maintenance requests online payments and credit cards accepted online rent payment and resident portal other pet friendly pets welcome weight limit for apts townhomes breed restrictions apply picnic areas with grilling stations public transportation on site relaxing sundeck with free wifi renovated bathrooms with a pedastal sink renovated kitchens with full size black appliances shimmering outdoor pool spacious floor plans two fantastic playgrounds under new management and ownership wall to wall carpet washer dryers in select apartments,4,1,4,2,12,0,4,2,1,1,5,0,2,1,1,0,0,0,1,1,5,0,1,0
332,1225.0,5715 Ellsworth Ave Pittsburgh PA 15232,0.0,1.0,1.0,886.0,1950,92.0,71.0,0.0,1.0,0.0,1.0,Welcome to Brett Apartments!**Currently we do not have any studio or efficiency available.**,welcome to brett apartments currently we do not have any studio or efficiency available,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,1100.0,640 Highland Pl Pittsburgh PA 15202,0.0,2.0,1.0,886.0,1950,25.0,37.0,0.0,0.0,0.0,0.0,"First Floor Recently Renovated Apartment in Bellevue - Move right in to this charming first floor 2 bedroom, 1 bathroom apartment in Bellevue! Recently renovated, this unit features brand new flooring, paint, and stainless steel appliances! There is plenty of cabinet space in the kitchen and the stylish subway tile backsplash adds modern touch.

This unit also includes a designated garage space and a private storage room in the basement. Enjoy the convenience of laundry in the building with a private laundry chute right from your unit!

An in wall A/C unit will keep you cool during the hot summer months.

$1100 / month + electric. Landlord pays water, sewage, gas, and trash.

First month's rent plus $1100 security deposit required.

NO pets please.

Professionally Managed.
24/7 On-Call Maintenance.

(RLNE6214025)Read less",first floor recently renovated apartment in bellevue move right in to this charming first floor bedroom bathroom apartment in bellevue recently renovated this unit features brand new flooring paint and stainless steel appliances there is plenty of cabinet space in the kitchen and the stylish subway tile backsplash adds modern touch this unit also includes a designated garage space and a private storage room in the basement enjoy the convenience of laundry in the building with a private laundry chute right from your unit an in wall a c unit will keep you cool during the hot summer months month electric landlord pays water sewage gas and trash first month s rent plus security deposit required no pets please professionally managed on call maintenance rlne read less,2,1,1,0,1,0,0,0,0,1,3,2,3,1,2,1,0,0,0,0,0,0,0,1
334,1300.0,200 Cowan St Pittsburgh PA 15211,0.0,1.0,1.0,1007.0,1950,77.0,72.0,0.0,1.0,1.0,2.0,"Located atop Pittsburgh's most famous vantage point, this revitalized Historic Landmark is the neighborhood's first contemporary loft-style apartments. Boasting 67 units of modern, urban living - studio, 1-Bedroom, 2-Bedroom, 3-Bedroom, and 1-2-Bedroom Townhouse units housed in the former Prospect School (1931), an Art Deco-style building listed on the National Register of Historic Places. It is within walking distance of both the Grandview Avenue and Shiloh Street commercial districts as well as Emerald View Park, which has miles of hiking trails featuring panoramic views of the city. Residents will have an easy, visually-inspiring, commute to downtown via the Monongahela Incline or by car via the PJ McArdle Roadway. Tenants pay an additional fee's for parking($45.00/month) and water ($45.00/month). Our Pet Fee is a non-refundable $250 upon move in, then $25/month per pet.12 months",located atop pittsburgh s most famous vantage point this revitalized historic landmark is the neighborhood s first contemporary loft style apartments boasting units of modern urban living studio bedroom bedroom bedroom and bedroom townhouse units housed in the former prospect school an art deco style building listed on the national register of historic places it is within walking distance of both the grandview avenue and shiloh street commercial districts as well as emerald view park which has miles of hiking trails featuring panoramic views of the city residents will have an easy visually inspiring commute to downtown via the monongahela incline or by car via the pj mcardle roadway tenants pay an additional fee s for parking month and water month our pet fee is a non refundable upon move in then month per pet months,1,4,0,1,0,1,0,1,0,0,4,0,0,1,0,0,0,1,0,1,0,0,2,0
